,Product Title,Brand,Type,Variant Name,Color HEX,Color RGB,Season 1 Name,Season 1 Percent,S1 Closest Color,Season 2 Name,Season 2 Percent,S2 Closest Color,Product URL,R,G,B,Tone,Tone_Label,Predicted_Tone_Label,Predicted_Tone
10,Matte Lip Cream,wardah,lip,Oh So Nude,#c58c87,"(197, 140, 135)",summer soft,57.28310100925951,"[197.0, 121.0, 125.0]",autumn soft,42.71689899074049,"[224.0, 134.0, 127.0]",https://www.wardahbeauty.com/id/product/make-up/matte-lip-cream?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=1,197,140,135,medium_tan,2,2,medium_tan
11,Matte Lip Cream,wardah,lip,Plum It Up,#bc6a71,"(188, 106, 113)",summer soft,51.56402886643441,"[197.0, 121.0, 125.0]",summer soft,48.4359711335656,"[177.0, 89.0, 123.0]",https://www.wardahbeauty.com/id/product/make-up/matte-lip-cream?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=1,188,106,113,dark_deep,0,0,dark_deep
12,Matte Lip Cream,wardah,lip,Fruit Punch,#d1777f,"(209, 119, 127)",summer soft,63.24364543206698,"[197.0, 121.0, 125.0]",autumn soft,36.75635456793302,"[224.0, 134.0, 127.0]",https://www.wardahbeauty.com/id/product/make-up/matte-lip-cream?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=1,209,119,127,medium_tan,2,2,medium_tan
13,Matte Lip Cream,wardah,lip,My Honey Bee,#c77f7d,"(199, 127, 125)",summer soft,80.45744344797629,"[197.0, 121.0, 125.0]",autumn soft,19.54255655202369,"[224.0, 134.0, 127.0]",https://www.wardahbeauty.com/id/product/make-up/matte-lip-cream?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=1,199,127,125,medium_tan,2,2,medium_tan
14,Matte Lip Cream,wardah,lip,Pinky Plumise,#c57879,"(197, 120, 121)",summer soft,88.26098788197591,"[197.0, 121.0, 125.0]",autumn soft,11.73901211802409,"[224.0, 134.0, 127.0]",https://www.wardahbeauty.com/id/product/make-up/matte-lip-cream?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=1,197,120,121,medium_tan,2,2,medium_tan
15,Matte Lip Cream,wardah,lip,Heartbeet,#c5516d,"(197, 81, 109)",summer soft,60.12853218466188,"[177.0, 89.0, 123.0]",autumn warm,39.87146781533814,"[218.0, 103.0, 85.0]",https://www.wardahbeauty.com/id/product/make-up/matte-lip-cream?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=1,197,81,109,dark_deep,0,0,dark_deep
16,Matte Lip Cream,wardah,lip,Rosy Cheek,#c57175,"(197, 113, 117)",summer soft,73.76571265447242,"[197.0, 121.0, 125.0]",summer soft,26.23428734552758,"[177.0, 89.0, 123.0]",https://www.wardahbeauty.com/id/product/make-up/matte-lip-cream?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=1,197,113,117,medium_tan,2,2,medium_tan
17,Matte Lip Cream,wardah,lip,Saturdate Night,#c87981,"(200, 121, 129)",summer soft,84.5525798571768,"[197.0, 121.0, 125.0]",autumn soft,15.44742014282322,"[224.0, 134.0, 127.0]",https://www.wardahbeauty.com/id/product/make-up/matte-lip-cream?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=1,200,121,129,medium_tan,2,2,medium_tan
18,Matte Lip Cream,wardah,lip,Have a Blush!,#cd7c76,"(205, 124, 118)",summer soft,67.82241119090773,"[197.0, 121.0, 125.0]",autumn soft,32.17758880909227,"[224.0, 134.0, 127.0]",https://www.wardahbeauty.com/id/product/make-up/matte-lip-cream?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=1,205,124,118,medium_tan,2,2,medium_tan
19,Matte Lip Cream,wardah,lip,Peach of Mind,#c96866,"(201, 104, 102)",autumn warm,54.54902242952154,"[218.0, 103.0, 85.0]",summer soft,45.45097757047847,"[197.0, 121.0, 125.0]",https://www.wardahbeauty.com/id/product/make-up/matte-lip-cream?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=1,201,104,102,dark_deep,0,0,dark_deep
20,Matte Lip Cream,wardah,lip,Creampuccino,#b86d5d,"(184, 109, 93)",summer light,54.63419197335487,"[164.0, 104.0, 114.0]",autumn warm,45.36580802664514,"[218.0, 103.0, 85.0]",https://www.wardahbeauty.com/id/product/make-up/matte-lip-cream?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=1,184,109,93,dark_deep,0,0,dark_deep
21,Matte Lip Cream,wardah,lip,Rouge Velvet,#a93b3c,"(169, 59, 60)",autumn warm,50.83711833347981,"[156.0, 35.0, 53.0]",autumn soft,49.16288166652019,"[167.0, 85.0, 47.0]",https://www.wardahbeauty.com/id/product/make-up/matte-lip-cream?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=1,169,59,60,dark_deep,0,0,dark_deep
22,Matte Lip Cream,wardah,lip,Rose and Shine,#ba5251,"(186, 82, 81)",autumn warm,50.37414798603989,"[218.0, 103.0, 85.0]",autumn soft,49.62585201396011,"[167.0, 85.0, 47.0]",https://www.wardahbeauty.com/id/product/make-up/matte-lip-cream?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=1,186,82,81,dark_deep,0,0,dark_deep
23,Matte Lip Cream,wardah,lip,Cherry Go Round,#c04b4e,"(192, 75, 78)",summer cool ,55.98118827684255,"[208.0, 49.0, 79.0]",autumn warm,44.01881172315745,"[218.0, 103.0, 85.0]",https://www.wardahbeauty.com/id/product/make-up/matte-lip-cream?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=1,192,75,78,dark_deep,0,0,dark_deep
24,Wardah Glasting liquid lip,wardah,lip,01 Caramel Coat,#d5806c,"(213, 128, 108)",autumn soft,51.71063305912939,"[224.0, 134.0, 127.0]",summer soft,48.28936694087063,"[197.0, 121.0, 125.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-glasting-liquid-lip?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=1,213,128,108,medium_tan,2,2,medium_tan
25,Wardah Glasting liquid lip,wardah,lip,02 Peach Polish,#d2797a,"(210, 121, 122)",summer soft,59.68077632412692,"[197.0, 121.0, 125.0]",autumn soft,40.3192236758731,"[224.0, 134.0, 127.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-glasting-liquid-lip?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=1,210,121,122,medium_tan,2,2,medium_tan
26,Wardah Glasting liquid lip,wardah,lip,03 Dazzle Maple,#bb5342,"(187, 83, 66)",autumn soft,60.00522750545287,"[167.0, 85.0, 47.0]",autumn warm,39.99477249454714,"[218.0, 103.0, 85.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-glasting-liquid-lip?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=1,187,83,66,dark_deep,0,0,dark_deep
27,Wardah Glasting liquid lip,wardah,lip,04 Rosewood Radiance,#ba565d,"(186, 86, 93)",summer soft,52.90165555014428,"[177.0, 89.0, 123.0]",summer light,47.09834444985571,"[164.0, 104.0, 114.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-glasting-liquid-lip?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=1,186,86,93,dark_deep,0,0,dark_deep
28,Wardah Glasting liquid lip,wardah,lip,05 Glazing Berry,#a74d65,"(167, 77, 101)",summer soft,52.74525393905192,"[177.0, 89.0, 123.0]",summer light,47.25474606094808,"[164.0, 104.0, 114.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-glasting-liquid-lip?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=1,167,77,101,dark_deep,0,0,dark_deep
29,Wardah Glasting liquid lip,wardah,lip,06 Ruby Sparks,#850507,"(133, 5, 7)",autumn deep,50.70717551697796,"[95.0, 46.0, 22.0]",autumn warm,49.29282448302204,"[156.0, 35.0, 53.0]",https://www.wardahbeauty.com/id/product/make-up/wardah-glasting-liquid-lip?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=1,133,5,7,dark_deep,0,0,dark_deep
30,Refill Colorfit Perfect Glow Cushion SPF 33 PA++,wardah,face,11C Pink Fair,#F3C4BF,"(243, 196, 191)",autumn soft,54.15587238848241,"[222.0, 193.0, 182.0]",spring light,45.84412761151759,"[253.0, 171.0, 187.0]",https://www.wardahbeauty.com/id/product/make-up/refill-colorfit-perfect-glow-cushion-spf-33-pa?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,243,196,191,fair_light,1,1,fair_light
31,Refill Colorfit Perfect Glow Cushion SPF 33 PA++,wardah,face,22N Light Ivory,#F0BF9B,"(240, 191, 155)",spring light,55.78121100146844,"[255.0, 176.0, 146.0]",spring clear,44.21878899853154,"[253.0, 167.0, 165.0]",https://www.wardahbeauty.com/id/product/make-up/refill-colorfit-perfect-glow-cushion-spf-33-pa?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,240,191,155,fair_light,1,1,fair_light
32,Refill Colorfit Perfect Glow Cushion SPF 33 PA++,wardah,face,23W Warm Ivory,#ECBA93,"(236, 186, 147)",spring light,59.21651388312546,"[255.0, 176.0, 146.0]",spring clear,40.78348611687453,"[253.0, 167.0, 165.0]",https://www.wardahbeauty.com/id/product/make-up/refill-colorfit-perfect-glow-cushion-spf-33-pa?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,236,186,147,medium_tan,2,2,medium_tan
33,Refill Colorfit Perfect Glow Cushion SPF 33 PA++,wardah,face,32N Neutral Beige,#D5A286,"(213, 162, 134)",autumn warm,58.86140833933177,"[217.0, 159.0, 113.0]",autumn soft,41.13859166066821,"[224.0, 134.0, 127.0]",https://www.wardahbeauty.com/id/product/make-up/refill-colorfit-perfect-glow-cushion-spf-33-pa?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,213,162,134,medium_tan,2,2,medium_tan
34,Colorfit Last All Day Lip Paint Around the World,wardah,lip,Alluring Jakarta,#f1d1ae,"(241, 209, 174)",autumn soft,57.8614067950576,"[222.0, 193.0, 182.0]",spring light,42.1385932049424,"[255.0, 241.0, 166.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-last-all-day-lip-paint-around-the-world?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,241,209,174,fair_light,1,1,fair_light
35,Colorfit Last All Day Lip Paint Around the World,wardah,lip,Dubai Lux,#bb8976,"(187, 137, 118)",summer soft,65.09855732681686,"[197.0, 121.0, 125.0]",autumn warm,34.90144267318313,"[217.0, 159.0, 113.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-last-all-day-lip-paint-around-the-world?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,187,137,118,medium_tan,2,2,medium_tan
36,Colorfit Last All Day Lip Paint Around the World,wardah,lip,Royal London,#d18b8e,"(209, 139, 142)",autumn soft,55.79938697048563,"[224.0, 134.0, 127.0]",summer soft,44.20061302951437,"[197.0, 121.0, 125.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-last-all-day-lip-paint-around-the-world?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,209,139,142,medium_tan,2,2,medium_tan
37,Colorfit Last All Day Lip Paint Around the World,wardah,lip,Dazzling New York,#a1605a,"(161, 96, 90)",summer light,59.44156456363127,"[164.0, 104.0, 114.0]",summer soft,40.55843543636873,"[177.0, 89.0, 123.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-last-all-day-lip-paint-around-the-world?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,161,96,90,dark_deep,0,0,dark_deep
38,Colorfit Last All Day Lip Paint Around the World,wardah,lip,Kuala Lumpur Joy,#b2533e,"(178, 83, 62)",autumn soft,72.13270489282532,"[167.0, 85.0, 47.0]",summer cool ,27.86729510717468,"[208.0, 49.0, 79.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-last-all-day-lip-paint-around-the-world?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,178,83,62,dark_deep,0,0,dark_deep
39,Colorfit Last All Day Lip Paint Around the World,wardah,lip,Tokyo Breeze,#7f322f,"(127, 50, 47)",autumn warm,60.5190427416069,"[133.0, 67.0, 35.0]",autumn warm,39.48095725839311,"[156.0, 35.0, 53.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-last-all-day-lip-paint-around-the-world?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,127,50,47,dark_deep,0,0,dark_deep
40,Colorfit Perfect Glow Cushion,wardah,face,11C Pink Fair,#F3C4BF,"(243, 196, 191)",autumn soft,54.15587238848241,"[222.0, 193.0, 182.0]",spring light,45.84412761151759,"[253.0, 171.0, 187.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-perfect-glow-cushion?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,243,196,191,fair_light,1,1,fair_light
41,Colorfit Perfect Glow Cushion,wardah,face,23W Warm Ivory,#ECBA93,"(236, 186, 147)",spring light,59.21651388312546,"[255.0, 176.0, 146.0]",spring clear,40.78348611687453,"[253.0, 167.0, 165.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-perfect-glow-cushion?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,236,186,147,medium_tan,2,2,medium_tan
42,Colorfit Perfect Glow Cushion,wardah,face,32N Neutral Beige,#D5A286,"(213, 162, 134)",autumn warm,58.86140833933177,"[217.0, 159.0, 113.0]",autumn soft,41.13859166066821,"[224.0, 134.0, 127.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-perfect-glow-cushion?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,213,162,134,medium_tan,2,2,medium_tan
43,Colorfit Perfect Glow Cushion,wardah,face,33W Olive Beige,#DFA880,"(223, 168, 128)",autumn warm,64.78996174881009,"[217.0, 159.0, 113.0]",autumn soft,35.21003825118992,"[224.0, 134.0, 127.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-perfect-glow-cushion?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,223,168,128,medium_tan,2,2,medium_tan
44,Colorfit Perfect Glow Cushion,wardah,face,42N Neutral Sand,#D8A380,"(216, 163, 128)",autumn warm,65.92717976153,"[217.0, 159.0, 113.0]",autumn soft,34.07282023847,"[224.0, 134.0, 127.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-perfect-glow-cushion?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,216,163,128,medium_tan,2,2,medium_tan
45,Colorfit Perfect Glow Cushion,wardah,face,43W Golden Sand,#DD9767,"(221, 151, 103)",autumn warm,68.7844592010199,"[217.0, 159.0, 113.0]",autumn soft,31.21554079898009,"[224.0, 134.0, 127.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-perfect-glow-cushion?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,221,151,103,medium_tan,2,2,medium_tan
46,Colorfit Perfect Glow Cushion,wardah,face,52N Almond,#A6631B,"(166, 99, 27)",autumn soft,56.61960374582229,"[167.0, 85.0, 47.0]",spring warm,43.38039625417773,"[144.0, 76.0, 25.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-perfect-glow-cushion?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,166,99,27,dark_deep,0,0,dark_deep
47,Colorfit Perfect Glow Cushion,wardah,face,22N Light Ivory,#F0BF9B,"(240, 191, 155)",spring light,55.78121100146844,"[255.0, 176.0, 146.0]",spring clear,44.21878899853154,"[253.0, 167.0, 165.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-perfect-glow-cushion?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,240,191,155,fair_light,1,1,fair_light
48,Everyday! Matte Lip Shot,wardah,lip,#fyp,#9D2235,"(157, 34, 53)",autumn warm,95.93334793444268,"[156.0, 35.0, 53.0]",summer cool ,4.066652065557308,"[152.0, 42.0, 85.0]",https://www.wardahbeauty.com/id/product/make-up/everyday-matte-lip-shot?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,157,34,53,dark_deep,0,0,dark_deep
49,Everyday! Matte Lip Shot,wardah,lip,#throwback,#D25B73,"(210, 91, 115)",autumn warm,50.54090214649656,"[218.0, 103.0, 85.0]",summer soft,49.45909785350343,"[177.0, 89.0, 123.0]",https://www.wardahbeauty.com/id/product/make-up/everyday-matte-lip-shot?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,210,91,115,medium_tan,2,2,medium_tan
50,Everyday! Matte Lip Shot,wardah,lip,#nowplaying,#D6938A,"(214, 147, 138)",autumn soft,58.54749260600776,"[224.0, 134.0, 127.0]",autumn warm,41.45250739399224,"[217.0, 159.0, 113.0]",https://www.wardahbeauty.com/id/product/make-up/everyday-matte-lip-shot?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,214,147,138,medium_tan,2,2,medium_tan
51,Everyday! Matte Lip Shot,wardah,lip,#ootd,#C26E60,"(194, 110, 96)",autumn warm,53.29024922240975,"[218.0, 103.0, 85.0]",summer soft,46.70975077759025,"[197.0, 121.0, 125.0]",https://www.wardahbeauty.com/id/product/make-up/everyday-matte-lip-shot?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,194,110,96,dark_deep,0,0,dark_deep
52,Everyday! Matte Lip Shot,wardah,lip,#mood,#A45248,"(164, 82, 72)",autumn soft,63.30076774990573,"[167.0, 85.0, 47.0]",summer cool ,36.69923225009427,"[152.0, 42.0, 85.0]",https://www.wardahbeauty.com/id/product/make-up/everyday-matte-lip-shot?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,164,82,72,dark_deep,0,0,dark_deep
53,Lightening Liquid Foundation 6ml,wardah,foundation & cussion,Light Beige	,#e6dfd9,"(230, 223, 217)",spring light,52.17405144758507,"[239.0, 239.0, 234.0]",summer light,47.82594855241493,"[206.0, 218.0, 229.0]",https://www.wardahbeauty.com/id/product/make-up/lightening-liquid-foundation-6ml?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,230,223,217,fair_light,1,1,fair_light
54,Lightening Liquid Foundation 6ml,wardah,foundation & cussion,Beige,#f7e5cc,"(247, 229, 204)",summer soft,53.65232322678845,"[255.0, 246.0, 183.0]",spring light,46.34767677321155,"[239.0, 239.0, 234.0]",https://www.wardahbeauty.com/id/product/make-up/lightening-liquid-foundation-6ml?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,247,229,204,fair_light,1,1,fair_light
55,Lightening Liquid Foundation 6ml,wardah,foundation & cussion,Ivory,#eed2ad,"(238, 210, 173)",autumn soft,59.02502090699286,"[222.0, 193.0, 182.0]",spring light,40.97497909300714,"[255.0, 241.0, 166.0]",https://www.wardahbeauty.com/id/product/make-up/lightening-liquid-foundation-6ml?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,238,210,173,fair_light,1,1,fair_light
56,Lightening Liquid Foundation 6ml,wardah,foundation & cussion,Natural,#e89d69,"(232, 157, 105)",autumn warm,62.3857887373785,"[217.0, 159.0, 113.0]",spring warm,37.61421126262151,"[255.0, 143.0, 114.0]",https://www.wardahbeauty.com/id/product/make-up/lightening-liquid-foundation-6ml?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=2,232,157,105,medium_tan,2,2,medium_tan
57,Colorfit Cream Blush,wardah,cheek,Sand Coral,#DD7975,"(221, 121, 117)",autumn soft,60.27468440694748,"[224.0, 134.0, 127.0]",summer soft,39.72531559305254,"[197.0, 121.0, 125.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-cream-blush?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=3,221,121,117,medium_tan,2,2,medium_tan
58,Colorfit Cream Blush,wardah,cheek,Merry Mauve,#CF6F77,"(207, 111, 119)",summer soft,65.9076190974599,"[197.0, 121.0, 125.0]",autumn soft,34.09238090254011,"[224.0, 134.0, 127.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-cream-blush?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=3,207,111,119,medium_tan,2,2,medium_tan
59,Colorfit Cream Blush,wardah,cheek,Summer Peach,#F18070,"(241, 128, 112)",spring warm,53.21840788372568,"[255.0, 143.0, 114.0]",autumn soft,46.78159211627432,"[224.0, 134.0, 127.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-cream-blush?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=3,241,128,112,medium_tan,2,2,medium_tan
60,Colorfit Fresh Lip Ink Serum,wardah,lip,Energy Shot,#BC8A7E,"(188, 138, 126)",summer soft,65.29278400578384,"[197.0, 121.0, 125.0]",autumn soft,34.70721599421616,"[224.0, 134.0, 127.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-fresh-lip-ink-serum?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=3,188,138,126,medium_tan,2,2,medium_tan
61,Colorfit Fresh Lip Ink Serum,wardah,lip,Smart Cookie,#B66C6D,"(182, 108, 109)",summer light,55.80585670475745,"[164.0, 104.0, 114.0]",summer soft,44.19414329524255,"[177.0, 89.0, 123.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-fresh-lip-ink-serum?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=3,182,108,109,dark_deep,0,0,dark_deep
62,Colorfit Fresh Lip Ink Serum,wardah,lip,High Rise,#B04A5A,"(176, 74, 90)",summer soft,52.60500766543708,"[177.0, 89.0, 123.0]",summer light,47.39499233456292,"[164.0, 104.0, 114.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-fresh-lip-ink-serum?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=3,176,74,90,dark_deep,0,0,dark_deep
63,Colorfit Fresh Lip Ink Serum,wardah,lip,Speedster,#B65A65,"(182, 90, 101)",summer soft,53.75330801053316,"[177.0, 89.0, 123.0]",summer light,46.24669198946684,"[164.0, 104.0, 114.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-fresh-lip-ink-serum?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=3,182,90,101,dark_deep,0,0,dark_deep
64,Colorfit Fresh Lip Ink Serum,wardah,lip,Soul Mover,#A45248,"(164, 82, 72)",autumn soft,63.30076774990573,"[167.0, 85.0, 47.0]",summer cool ,36.69923225009427,"[152.0, 42.0, 85.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-fresh-lip-ink-serum?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=3,164,82,72,dark_deep,0,0,dark_deep
65,Colorfit Fresh Lip Ink Serum,wardah,lip,Hyped Up,#B33D26,"(179, 61, 38)",autumn soft,57.19433467475756,"[167.0, 85.0, 47.0]",autumn warm,42.80566532524244,"[156.0, 35.0, 53.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-fresh-lip-ink-serum?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=3,179,61,38,dark_deep,0,0,dark_deep
66,Colorfit Fresh Lip Ink Serum,wardah,lip,Busy Bee,#823B34,"(130, 59, 52)",autumn warm,64.6803020310982,"[133.0, 67.0, 35.0]",spring warm,35.31969796890182,"[144.0, 76.0, 25.0]",https://www.wardahbeauty.com/id/product/make-up/colorfit-fresh-lip-ink-serum?ref=https://www.wardahbeauty.com/id/product/list/make-up/sort/all?page=3,130,59,52,dark_deep,0,0,dark_deep
